desc_epigrafe,id_local,id_epigrafe,id_distrito_local,desc_distrito_local,total_local_act,total_locales,target,total_ab_dist_17_19,part_ab_dist_17_19,desc_tipo_agrup,lat,lon,id_act_normdesc_act_norm,rotulo,points_in_radius,Población,Hombre,Mujeres,Densidad (Habitantes / Ha.),Edad promedio,Total Hogares,Españoles,Extranjeros,Mixtos,España fuera barrio dia laboral,Extranjero fuera barrio dia laboral,Total fuera barrio dia laboral,España fuera barrio fin semana,Extranjero fuera barrio fin semana,Total fuera barrio fin semana,Total barrio dia laboral,Total barrio fin semana,Total trabajo dia laboral,Total trabajo fin semana,total_TF_week,ratio_t_total,ratio_fb_total,ratio_b_total,dist_type
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,270094851,472407,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.46249632265952,-3.6855800656658118,,ISABEL MAESTRE,7,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
COMERCIO AL POR MENOR DE CARNICERIA,270097028,472201,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.46797820698791,-3.686367036049711,,GAMA,1,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,270097210,472203,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.46944349675277,-3.686900985697714,,NICAR,1,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
COMERCIO AL POR MENOR DE CHARCUTERIA,270097882,472202,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.445490139176144,-3.66658746154779,,CARNICERIA LALO,4,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
COMERCIO AL POR MENOR DE CASQUERIA,270098666,472207,6,TETUAN              ,564,7351,0,1909,164,SIN AGRUPACION,40.45231062009129,-3.708933037437582,,CARNICERIA SERLUI II SALCHICHERIA,0,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,270098805,472302,10,LATINA              ,639,6847,0,1232,143,SIN AGRUPACION,40.37908102688603,-3.7928772521314498,,"ZAESPAN 2000, S.L",0,188698,85496,103202,93.66110778143705,46.48604684363866,95217,80124,5921,9172,704219,16950,721169,286178,7104,293282,1006510,390573,168520,50249,2630303,0.08317254704115838,0.3856783800193362,0.5311490729395054,2
REPARACION DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO N.C.O.P.,270099576,952005,6,TETUAN              ,564,7351,1,1909,164,SIN AGRUPACION,40.450976954561014,-3.704567428583639,,GIAS SERVICE,8,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,270099657,472302,6,TETUAN              ,564,7351,1,1909,164,Mercado Municipal,40.449127898592565,-3.7034515223818607,,PESCADERIA LA BAHIA JOSE SIMON / CAJON 115-116-117-118,22,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE JUEGOS Y JUGUETES,270101682,476501,6,TETUAN              ,564,7351,0,1909,164,SIN AGRUPACION,40.448943162612345,-3.696751409188171,,JUGUETERIA ALEN TOY PLANET,2,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,270101944,472302,6,TETUAN              ,564,7351,1,1909,164,Mercado Municipal,40.449127898592565,-3.7034515223818607,,PATRICIO PESCADERIA / CJ 256 A 258,22,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE CHARCUTERIA,270101955,472202,6,TETUAN              ,564,7351,0,1909,164,Mercado Municipal,40.449127898592565,-3.7034515223818607,,QUESOS LATINOS JAZMIN/ CJ 324,23,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,270101965,472302,6,TETUAN              ,564,7351,1,1909,164,Mercado Municipal,40.449127898592565,-3.7034515223818607,,CARNES SELECTAS ALFONSO / CJ 249-250,22,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE CHARCUTERIA,270101966,472202,6,TETUAN              ,564,7351,0,1909,164,Mercado Municipal,40.449127898592565,-3.7034515223818607,,CARNICERIA JEMPEL / CJ 72-73,23,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE CHARCUTERIA,270102007,472202,6,TETUAN              ,564,7351,0,1909,164,Mercado Municipal,40.449127898592565,-3.7034515223818607,,CHARCUTERIA,23,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE CHARCUTERIA,270102011,472202,6,TETUAN              ,564,7351,0,1909,164,Mercado Municipal,40.449127898592565,-3.7034515223818607,,QUESOS SADORNIL / BC 73 A 74,23,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",270102042,472206,6,TETUAN              ,564,7351,0,1909,164,Mercado Municipal,40.449127898592565,-3.7034515223818607,,SOLEDAD,13,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",270102077,472206,6,TETUAN              ,564,7351,0,1909,164,Mercado Municipal,40.449127898592565,-3.7034515223818607,,J HERNANDEZ / CJ 321,13,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE CARNICERIA,270102082,472201,6,TETUAN              ,564,7351,0,1909,164,Mercado Municipal,40.449127898592565,-3.7034515223818607,,CARNICERIA ,20,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE CHARCUTERIA,270102083,472202,6,TETUAN              ,564,7351,0,1909,164,Mercado Municipal,40.449127898592565,-3.7034515223818607,,SALCHICHERIA CARLOS MARTIN / CJ 206-207,23,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE CARNICERIA,270102094,472201,6,TETUAN              ,564,7351,0,1909,164,Mercado Municipal,40.449127898592565,-3.7034515223818607,,CARNICERIA,20,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE CARNICERIA,270102102,472201,6,TETUAN              ,564,7351,0,1909,164,Mercado Municipal,40.449127898592565,-3.7034515223818607,,JOSE RUBIO / CJ 314 A 316,20,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",270102107,472206,6,TETUAN              ,564,7351,0,1909,164,Mercado Municipal,40.449127898592565,-3.7034515223818607,, POLLERIA/ CJ 288 A 290,13,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,270102131,472302,6,TETUAN              ,564,7351,0,1909,164,Mercado Municipal,40.449127898592565,-3.7034515223818607,,PESCADERIA / CJ 280,22,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE CHARCUTERIA,270102133,472202,6,TETUAN              ,564,7351,0,1909,164,Mercado Municipal,40.449127898592565,-3.7034515223818607,,JAMONERIA / CJ 341-342,23,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,270102135,472302,6,TETUAN              ,564,7351,0,1909,164,Mercado Municipal,40.449127898592565,-3.7034515223818607,,PESCADERIA SOLEDAD / CJ 237-238-357,22,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE CHARCUTERIA,270102144,472202,6,TETUAN              ,564,7351,0,1909,164,SIN AGRUPACION,40.44932615561262,-3.703441796971748,,EL PARAISO DEL JAMON II,23,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE JUEGOS Y JUGUETES,270102147,476501,6,TETUAN              ,564,7351,0,1909,164,SIN AGRUPACION,40.44944340859659,-3.7034194342274556,,MI JUGUETERIA,2,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,270102487,472407,6,TETUAN              ,564,7351,0,1909,164,SIN AGRUPACION,40.45083397897876,-3.6984219457402805,,MALLORCA,8,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE CHARCUTERIA,270102511,472202,6,TETUAN              ,564,7351,0,1909,164,SIN AGRUPACION,40.46273426220745,-3.698533274221534,,HUEVERIA GALLITO,17,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",270102896,472403,6,TETUAN              ,564,7351,0,1909,164,SIN AGRUPACION,40.45230570008781,-3.697882904093843,, GRANIER,4,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",270102930,472403,6,TETUAN              ,564,7351,0,1909,164,SIN AGRUPACION,40.452258194392655,-3.6967974415902636,,RICCI'S CAKE,2,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,270103365,472402,6,TETUAN              ,564,7351,0,1909,164,SIN AGRUPACION,40.4533534304508,-3.700417521589385,,PANADERIA VILLEGAS ALIMENTACION,6,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,270103374,472402,6,TETUAN              ,564,7351,1,1909,164,SIN AGRUPACION,40.45341393479835,-3.7008545043150365,,PANADERIA M? TERE,7,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,270104203,472203,6,TETUAN              ,564,7351,0,1909,164,SIN AGRUPACION,40.4549440561324,-3.696601108083211,,GAMA,1,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,270104526,472302,6,TETUAN              ,564,7351,0,1909,164,Mercado Municipal,40.45596674856912,-3.700314809139815,,"PESCADERIA,MARISCOS,BACALAO Y HUMADOS EMILIO",7,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,270104545,472204,6,TETUAN              ,564,7351,1,1909,164,Mercado Municipal,40.45596674856912,-3.700314809139815,,CARNES SELECTAS,2,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
REPARACION DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO N.C.O.P.,270104885,952005,6,TETUAN              ,564,7351,0,1909,164,SIN AGRUPACION,40.45946506381288,-3.698357877977856,,TV COLOR VIDEO,6,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE CHARCUTERIA,270105416,472202,6,TETUAN              ,564,7351,0,1909,164,SIN AGRUPACION,40.45645326894187,-3.69281906006111,,CARNES Y FIAMBRES HIJOS DE LECHUGA,2,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,270107738,472204,6,TETUAN              ,564,7351,0,1909,164,Galeria de Alimentacion,40.465731255242936,-3.6945302548073835,,CARNICERIA,1,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,270108062,472302,6,TETUAN              ,564,7351,0,1909,164,Galeria de Alimentacion,40.469351402222124,-3.69026195202711,,PESCADERIA,5,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE CHARCUTERIA,270108065,472202,6,TETUAN              ,564,7351,0,1909,164,Galeria de Alimentacion,40.469351402222124,-3.69026195202711,,CARNICERIA/PTOS 14 Y 15 ,3,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,270108081,472402,6,TETUAN              ,564,7351,0,1909,164,SIN AGRUPACION,40.46983785660021,-3.6902669328103825,,DIA,6,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE CHARCUTERIA,270108107,472202,6,TETUAN              ,564,7351,0,1909,164,SIN AGRUPACION,40.47068485878669,-3.6902402163479717,,UNIDE MARKET,3,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
REPARACION DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO N.C.O.P.,270108175,952005,6,TETUAN              ,564,7351,0,1909,164,SIN AGRUPACION,40.46979844027573,-3.690832748466884,,FAGOR SERVICIO TECNICO OFICIAL,3,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,270108863,472203,6,TETUAN              ,564,7351,0,1909,164,SIN AGRUPACION,40.467625199795016,-3.700176385969199,,ALIMENTACION GRUPO T,2,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",270108963,472403,6,TETUAN              ,564,7351,0,1909,164,SIN AGRUPACION,40.465964008844416,-3.700760708301295,,FCA. DE CHURROS PATATAS FRITAS FRUTOS SECOS PAN Y BOLLOS,4,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
TRATAMIENTO HIGIENICO DE ANIMALES (PELUQUERIAS),270109178,960902,6,TETUAN              ,564,7351,0,1909,164,SIN AGRUPACION,40.46758970262171,-3.706026637367988,,---,0,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE CHARCUTERIA,270109636,472202,6,TETUAN              ,564,7351,1,1909,164,Mercado Municipal,40.46109187960276,-3.6989880496274994,,SALCHICHERIA/CJ50-51,14,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
COMERCIO AL POR MENOR DE CHARCUTERIA,270109667,472202,6,TETUAN              ,564,7351,0,1909,164,Mercado Municipal,40.46109187960276,-3.6989880496274994,,SALCHICHERIA J GARCIA/CJ9-10-11-12,14,126616,55812,70804,293.85131789663325,44.126743574968835,66428,52604,5486,8338,902378,58431,960809,350653,24560,375213,702135,272007,258756,74733,2643653,0.1261470397211737,0.5053696532790045,0.36848330699982185,3
