desc_epigrafe,id_local,id_epigrafe,id_distrito_local,desc_distrito_local,total_local_act,total_locales,target,total_ab_dist_17_19,part_ab_dist_17_19,desc_tipo_agrup,lat,lon,id_act_normdesc_act_norm,rotulo,points_in_radius,Población,Hombre,Mujeres,Densidad (Habitantes / Ha.),Edad promedio,Total Hogares,Españoles,Extranjeros,Mixtos,España fuera barrio dia laboral,Extranjero fuera barrio dia laboral,Total fuera barrio dia laboral,España fuera barrio fin semana,Extranjero fuera barrio fin semana,Total fuera barrio fin semana,Total barrio dia laboral,Total barrio fin semana,Total trabajo dia laboral,Total trabajo fin semana,total_TF_week,ratio_t_total,ratio_fb_total,ratio_b_total,dist_type
"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",270079133,472403,4,SALAMANCA           ,521,8511,0,2058,126,SIN AGRUPACION,40.43628804308093,-3.6765773494781055,,LA PANERIE,4,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
REPARACION DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO N.C.O.P.,270079192,952005,4,SALAMANCA           ,521,8511,0,2058,126,SIN AGRUPACION,40.436354103499454,-3.6776037757452045,,ZAPATERIA DOCTOR,13,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
REPARACION DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO N.C.O.P.,270079530,952005,4,SALAMANCA           ,521,8511,0,2058,126,SIN AGRUPACION,40.43530653130688,-3.676496769735537,,SERVIMADRID,10,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",270079700,472206,4,SALAMANCA           ,521,8511,0,2058,126,Galeria de Alimentacion,40.43417462304369,-3.674386803436572,,POLLERIA EUMAR,4,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",270079746,472206,4,SALAMANCA           ,521,8511,0,2058,126,Galeria de Alimentacion,40.43417462304369,-3.674386803436572,,JOSE LUIS AVES Y CAZA,4,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
COMERCIO AL POR MENOR DE CARNICERIA,270079752,472201,4,SALAMANCA           ,521,8511,0,2058,126,Galeria de Alimentacion,40.43417462304369,-3.674386803436572,,CARNICERIA LA IDEAL,7,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
COMERCIO AL POR MENOR DE CARNICERIA,270079979,472201,4,SALAMANCA           ,521,8511,0,2058,126,SIN AGRUPACION,40.43222101593641,-3.6741550721213496,,MI ALCAMPO,7,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
"COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",270080229,472404,4,SALAMANCA           ,521,8511,0,2058,126,SIN AGRUPACION,40.42983289279136,-3.6711839104571915,,PANADERIA PASTELERIA,6,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,270080300,472407,4,SALAMANCA           ,521,8511,0,2058,126,SIN AGRUPACION,40.428562487099,-3.6712066477549126,,IRSUSHI,8,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",270080356,472403,4,SALAMANCA           ,521,8511,0,2058,126,SIN AGRUPACION,40.42957723094556,-3.6717708292199935,,LEVADURA MADRE,9,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
COMERCIO AL POR MENOR DE JUEGOS Y JUGUETES,270080390,476501,4,SALAMANCA           ,521,8511,0,2058,126,SIN AGRUPACION,40.428989642324716,-3.673663028742675,,GONZALEZ                                          ,9,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
"COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",270080680,472206,4,SALAMANCA           ,521,8511,0,2058,126,Galeria de Alimentacion,40.42915908630552,-3.673959447914836,,POLLERIA PEDRO,2,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
COMERCIO AL POR MENOR DE CASQUERIA,270080681,472207,4,SALAMANCA           ,521,8511,0,2058,126,Galeria de Alimentacion,40.42915908630552,-3.673959447914836,,CARNICERIA LA SEGOVIANA,4,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
"COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",270080727,472404,4,SALAMANCA           ,521,8511,0,2058,126,SIN AGRUPACION,40.42943147172151,-3.6751410854285718,,LUZON PASTELERIA,9,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",270080884,472403,4,SALAMANCA           ,521,8511,0,2058,126,SIN AGRUPACION,40.428843434999436,-3.677115770402961,,EL KIOSKO DEL PAN,15,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
"COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",270080924,472404,4,SALAMANCA           ,521,8511,0,2058,126,SIN AGRUPACION,40.42984623733981,-3.6781750718145565,,ORIOL BALAGUER                       ,7,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",270081258,472403,4,SALAMANCA           ,521,8511,0,2058,126,SIN AGRUPACION,40.43238197974283,-3.6774577951401626,,PARELI,11,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
"COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",270081316,472404,4,SALAMANCA           ,521,8511,0,2058,126,SIN AGRUPACION,40.431361047920795,-3.6779544989482496,,PASTELERIA HUNGARA,5,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
REPARACION DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO N.C.O.P.,270081330,952005,4,SALAMANCA           ,521,8511,0,2058,126,SIN AGRUPACION,40.43131252371877,-3.6770108507697996,,LA NOBLE TALLA,3,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
COMERCIO AL POR MENOR DE CHARCUTERIA,270081365,472202,4,SALAMANCA           ,521,8511,0,2058,126,SIN AGRUPACION,40.43218865414707,-3.6781632348116533,,VIVIR JAM0N,7,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,270081448,472402,4,SALAMANCA           ,521,8511,0,2058,126,SIN AGRUPACION,40.43204625879815,-3.679399716337669,,PANADERIA LACTEOS,5,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
COMERCIO AL POR MENOR DE CHARCUTERIA,270082618,472202,4,SALAMANCA           ,521,8511,0,2058,126,Mercado Municipal,40.43473989912137,-3.682468557951732,,MÂª ANGELES JORGE LOPEZ ,7,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
COMERCIO AL POR MENOR DE CHARCUTERIA,270083375,472202,4,SALAMANCA           ,521,8511,0,2058,126,Mercado Municipal,40.43473989912137,-3.682468557951732,,ALIMENTACION ROBLEÑO,7,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,270083500,472203,4,SALAMANCA           ,521,8511,0,2058,126,SIN AGRUPACION,40.434950455253336,-3.680372041089367,,JAMONES LA ENCINA,0,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
"COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",270084024,472404,4,SALAMANCA           ,521,8511,0,2058,126,SIN AGRUPACION,40.43475728965698,-3.6825748447790554,,PANADERIA,1,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,270084035,472302,4,SALAMANCA           ,521,8511,0,2058,126,Mercado Municipal,40.43473989912137,-3.682468557951732,,PESCADOS Y MARISCOS,6,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
REPARACION DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO N.C.O.P.,270084039,952005,4,SALAMANCA           ,521,8511,0,2058,126,Mercado Municipal,40.43473989912137,-3.682468557951732,,JUANCAR,5,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
REPARACION DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO N.C.O.P.,270084045,952005,4,SALAMANCA           ,521,8511,0,2058,126,Mercado Municipal,40.43473989912137,-3.682468557951732,,SERVICIO TECNICO RELOJERIA,5,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,270084053,472302,4,SALAMANCA           ,521,8511,0,2058,126,Mercado Municipal,40.43473989912137,-3.682468557951732,,JUAN CARLOS ROBLEÑO JARA,6,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
COMERCIO AL POR MENOR DE JUEGOS Y JUGUETES,270084066,476501,4,SALAMANCA           ,521,8511,0,2058,126,SIN AGRUPACION,40.434741916959496,-3.682126665222607,,JUGUETES FERNANDEZ CALZADOS,2,117988,50420,67568,271.0257037844236,46.24156334674396,62951,51490,5405,6056,1299023,122121,1421144,517838,55491,573329,625927,241789,377950,111528,3351667,0.14604016449128152,0.5950689612064683,0.2588908743022502,3
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,270085727,472407,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.44870222711854,-3.6903455699786587,,GRABADOS MARCOS RUIZ- VERNACCI,10,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
CENTROS DE BRONCEADO,270086431,960205,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.449349328799634,-3.678418137730164,,SOLEIL CENTER,0,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,270087105,472302,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.44306869243008,-3.680182682102857,,PESCADOS Y MARISCOS HERMANOS ALONSO,4,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
REPARACION DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO N.C.O.P.,270087287,952005,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.439699175012294,-3.6786748486682543,,SIGLAEG SERVICIO OFICIAL DEL FABRICANTE,6,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
COMERCIO AL POR MENOR DE CARNICERIA,270087533,472201,16,HORTALEZA           ,310,4554,0,708,70,Galeria de Alimentacion,40.46341239720694,-3.6469368689890347,,CARNICERIA,4,139147,64183,74964,68.66106331024388,42.279377161159836,70099,60925,3357,5817,890662,54757,945419,323033,20900,343933,765169,293485,317144,85897,2751047,0.14650458534514313,0.4686768346742168,0.3848185799806401,3
TRATAMIENTO HIGIENICO DE ANIMALES (PELUQUERIAS),270087643,960902,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.44340552793031,-3.6749741797761577,,TIENDANIMAL,0,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,270087754,472402,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.44145109889139,-3.674884001130315,,PANADERIA,10,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,270087757,472407,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.44154267654755,-3.674613717102263,,POLLOS ASADOS,9,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
COMERCIO AL POR MENOR DE JUEGOS Y JUGUETES,270088980,476501,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.441252223772445,-3.6749999247129708,,LOJUME MODELISMO,4,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
COMERCIO AL POR MENOR DE CHARCUTERIA,270089020,472202,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.438504959703515,-3.676458084009077,,UNIDE MARKET,6,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
REPARACION DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO N.C.O.P.,270089111,952005,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.439493554161515,-3.6737678675462497,,MANZANA ROTA,8,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
COMERCIO AL POR MENOR DE CHARCUTERIA,270089284,472202,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.441286570416224,-3.6721821583615837,,JAMON DE ORO,10,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
CENTROS DE CUIDADO INFANTIL,270089879,851003,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.449646275573336,-3.6738573431453494,,SANTAMARCA,1,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
ACTIVIDADES DE LOS GIMNASIOS,270090156,931008,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.44900033093921,-3.6702777323389433,,PRINCIPE ABASOTA,4,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
COMERCIO AL POR MENOR DE CHARCUTERIA,270090420,472202,5,CHAMARTIN           ,344,6351,0,1180,55,Mercado Municipal,40.4444469861961,-3.6740294612287716,,FIAMBRES HERMANOS ESCALADA,8,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
COMERCIO AL POR MENOR DE COMPLEMENTOS Y ALIMENTOS PARA ANIMALES DE COMPAÑIA,270090625,477602,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.446177633660106,-3.6769711927652162,,PIENSOS ROBLEDO,0,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
REPARACION DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO N.C.O.P.,270090813,952005,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.44683865338027,-3.673310443316899,,SERVINORTE                                        ,2,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
REPARACION DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO N.C.O.P.,270090815,952005,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.44691952366661,-3.6733466270726316,,MIELE,2,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,270091092,472302,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.44895082447008,-3.6757018340102503,,PESCADERIA BENIGNO,3,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
COMERCIO AL POR MENOR DE CHARCUTERIA,270091742,472202,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.45705458692941,-3.6718084326682496,,PANORAMATA,2,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
ACTIVIDADES DE LOS GIMNASIOS,270091745,931008,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.45705561492451,-3.6716315327241906,,BANESTO,4,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,270092047,472203,5,CHAMARTIN           ,344,6351,0,1180,55,Galeria de Alimentacion,40.45619768555608,-3.671988599282154,,MANTEQUERIA Y FIAMBRES LOS MELLIZOS,0,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
"COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",270092200,472404,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.45620788287344,-3.677956395426222,,LAS HERAS,3,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
COMERCIO AL POR MENOR DE CARNICERIA,270092202,472201,5,CHAMARTIN           ,344,6351,0,1180,55,Mercado Municipal,40.45730622362824,-3.6780852584003947,,CARNICERIA LUCIANO MUÑOZ ,6,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",270092274,472403,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.45607635109024,-3.6773417937138424,,GRANIER,2,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
"COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",270092334,472403,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.458435978993684,-3.6790165687448706,,MALLORCA,2,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS,270092560,476403,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.45291092442699,-3.677899671921852,,DEPORTES WIMBLEDON,0,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,270093423,472302,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.456991020912334,-3.6872342308719728,,PESCADERIA  LA CENTRAL DE CHAMARTIN,1,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
CENTROS DE BRONCEADO,270093502,960205,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.45685575407978,-3.687256440525367,,XANA,1,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,270094285,472407,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.461785167135766,-3.6885333387693167,,SUPERMERCADOS SANCHEZ ROMERO,8,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
COMERCIO AL POR MENOR DE JUEGOS Y JUGUETES,270094396,476501,5,CHAMARTIN           ,344,6351,0,1180,55,SIN AGRUPACION,40.46207687797408,-3.6879583679665493,,PAPELERIA JUGUETERIA CHAFLAN,0,114571,49918,64653,158.97257867142181,45.38897953587261,58240,49825,3021,5394,1482648,112338,1594986,530814,41799,572613,629355,242013,389699,106530,3535196,0.14036817194859919,0.6131481818829847,0.24648364616841612,1
