"id_local";"id_distrito_local";"desc_distrito_local";"id_barrio_local";"desc_barrio_local";"id_ndp_edificio";"id_clase_ndp_edificio";"desc_ndp_edificio";"Cod_Postal";"coordenada_x_local";"coordenada_y_local";"id_tipo_acceso_local";"desc_tipo_acceso_local";"id_situacion_local";"desc_situacion_local";"secuencial_local_PC";"Escalera";"id_planta_agrupado";"id_local_agrupado";"coordenada_x_agrupacion";"coordenada_y_agrupacion";"rotulo";"id_periodo_terraza";"desc_periodo_terraza";"id_situacion_terraza";"desc_situacion_terraza";"Superficie_ES";"Superficie_RA";"Fecha_confir_ult_decreto_resol";"id_ndp_terraza";"id_clase_ndp_terraza";"desc_ndp_terraza";"desc_ubicacion_terraza";"hora_ini_LJ_es";"hora_fin_LJ_es";"hora_ini_LJ_ra";"hora_fin_LJ_ra";"hora_ini_VS_es";"hora_fin_VS_es";"hora_ini_VS_ra";"hora_fin_VS_ra";"mesas_aux_es";"mesas_aux_ra";"mesas_es";"mesas_ra";"sillas_es";"sillas_ra";"id_terraza"
"270202697";"1";"CENTRO              ";"103";"CORTES              ";"20005170";"1";"CALLE  PRADO NUM 4   ";"28014";"440640,59";"4474007,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"LIZARRAN";"1";"Anual";"1";"Abierta";"5,04";"5,04";"09/08/2016";"20005170";"1";"CALLE  PRADO NUM 4   ";"Acera";"2.56";"10:00:00";"10:00:00";"23:00:00";"10:00:00";"01:30:00";"10:00:00";"23:00:00";"0";"0";"4";"4";"8";"8";"3728"
"270202932";"1";"CENTRO              ";"106";"SOL                 ";"11007714";"1";"CALLE  CAVA DE SAN MIGUEL NUM 13   ";"28005";"439924,59";"4474083,53";"1";"Puerta Calle";"1";"Abierto";"30";"";"PB";"";"";"";"BAR TINEO";"1";"Anual";"1";"Abierta";"98";"98";"20/11/2014";"20006904";"1";"PLAZA  MAYOR NUM 14   ";"Plaza peatonal";"0.00";"10:00:00";"10:00:00";"23:00:00";"10:00:00";"02:30:00";"10:00:00";"23:00:00";"1";"1";"30";"30";"110";"110";"1098"
"270203068";"2";"ARGANZUELA          ";"205";"DELICIAS            ";"20007814";"1";"PASEO  DELICIAS NUM 139   ";"28045";"441034,58";"4471498,52";"1";"Puerta Calle";"1";"Abierto";"50";"";"PB";"";"";"";"LIZARRAN LEGAZPI";"1";"Anual";"1";"Abierta";"16,28";"16,28";"04/09/2014";"20007814";"1";"PASEO  DELICIAS NUM 139   ";"Acera";"2.50";"10:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"7";"7";"26";"26";"883"
"270203142";"4";"SALAMANCA           ";"404";"GUINDALERA          ";"20008750";"1";"CALLE  ORCASITAS NUM 1   ";"28028";"443750,58";"4476287,49";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"EL BRINDIS";"2";"Estacional";"1";"Abierta";"7,02";"";"18/07/2014";"20008748";"1";"CALLE  MARTINEZ IZQUIERDO NUM 67   ";"Acera";"2.63";"10:00:00";"";"";"10:00:00";"02:30:00";"";"";"0";"";"3";"";"9";"";"678"
"270203194";"5";"CHAMARTIN           ";"501";"EL VISO             ";"20144416";"1";"PASEO  CASTELLANA NUM 68   ";"28046";"441464,59";"4476637,52";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"CAFETERIA  KREFY";"1";"Anual";"1";"Abierta";"8,64";"8,64";"29/03/2017";"31027149";"1";"PASEO  CASTELLANA NUM 68  B";"Acera";"08:00:00";"01:30:00";"08:00:00";"01:00:00";"08:00:00";"01:30:00";"08:00:00";"01:00:00";"0";"0";"6";"6";"12";"12";"5799"
"270203410";"6";"TETUAN              ";"601";"BELLAS VISTAS       ";"11028930";"1";"CALLE  CAROLINAS NUM 1   ";"28039";"440338,6";"4478043,54";"1";"Puerta Calle";"1";"Abierto";"30";"";"PB";"";"";"";"ROYAL KEBAB";"1";"Anual";"1";"Abierta";"5,76";"5,76";"16/01/2017";"20010890";"1";"CALLE  BRAVO MURILLO NUM 149   ";"Acera";"3.70";"10:00:00";"10:00:00";"00:00:00";"10:00:00";"00:00:00";"10:00:00";"00:00:00";"0";"0";"4";"4";"8";"8";"4918"
"270203630";"7";"CHAMBERI            ";"703";"TRAFALGAR           ";"11040064";"1";"CALLE  TRAFALGAR NUM 23   ";"28010";"440537,6";"4475971,53";"1";"Puerta Calle";"1";"Abierto";"20";"";"PB";"";"";"";"MARACANA CERVECERIA";"1";"Anual";"1";"Abierta";"44,06";"44,06";"17/08/2016";"20013768";"1";"PLAZA  OLAVIDE NUM 1   ";"Plaza peatonal";"0.00";"10:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"12";"12";"41";"41";"3747"
"270203674";"7";"CHAMBERI            ";"704";"ALMAGRO             ";"11041016";"1";"CALLE  EL ESPAÑOLETO NUM 2   ";"28010";"440890,59";"4475834,53";"1";"Puerta Calle";"1";"Abierto";"20";"";"PB";"";"";"";"MERCATO BALLARO";"1";"Anual";"1";"Abierta";"10,8";"6,48";"05/12/2016";"20014176";"1";"CALLE  SANTA ENGRACIA NUM 24   ";"Acera";"2.50";"10:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"7";"4";"18";"12";"4236"
"270204012";"11";"CARABANCHEL         ";"1103";"SAN ISIDRO          ";"20022542";"1";"CALLE  VIA CARPETANA NUM 109   ";"28047";"437258,6";"4471758,55";"1";"Puerta Calle";"1";"Abierto";"20";"";"PB";"";"";"";"CAFETERIA  JOLIN";"2";"Estacional";"1";"Abierta";"5,76";"";"24/05/2017";"20022542";"1";"CALLE  VIA CARPETANA NUM 109   ";"Acera";"10:00:00";"00:00:00";"";"";"10:00:00";"01:30:00";"";"";"0";"";"4";"";"8";"";"6041"
"270204364";"20";"SAN BLAS-CANILLEJAS ";"2001";"SIMANCAS            ";"11133725";"1";"CALLE  RUFINO GONZALEZ NUM 40   ";"28037";"446851,57";"4476512,45";"1";"Puerta Calle";"1";"Abierto";"20";"";"PB";"";"";"";"RESTAURANTE CAFETERIA SHIRAY";"2";"Estacional";"1";"Abierta";"9,36";"";"02/06/2014";"20042332";"1";"CALLE  ALBASANZ NUM 44   ";"Acera";"2.50";"08:00:00";"";"";"08:00:00";"00:00:00";"";"";"0";"";"4";"";"12";"";"419"
"270204851";"7";"CHAMBERI            ";"704";"ALMAGRO             ";"20146700";"1";"PASEO  EDUARDO DATO NUM 5   ";"28010";"440984,59";"4476037,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"PINOCCHIO                                         ";"2";"Estacional";"1";"Abierta";"46,2";"";"05/12/2016";"20146700";"1";"PASEO  EDUARDO DATO NUM 5   ";"Acera";"2.00";"10:00:00";"";"";"10:00:00";"02:30:00";"";"";"0";"";"13";"";"49";"";"4237"
"270205339";"1";"CENTRO              ";"101";"PALACIO             ";"20150603";"1";"PLAZA  SANTIAGO NUM 2   ";"28013";"439665,6";"4474230,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"SANTOS BAR";"1";"Anual";"1";"Abierta";"24,12";"24,12";"04/03/2015";"20150603";"1";"PLAZA  SANTIAGO NUM 2   ";"Plaza con bandas permanentes de circulación rodada";"0.00";"10:00:00";"10:00:00";"23:00:00";"10:00:00";"01:30:00";"10:00:00";"23:00:00";"0";"0";"8";"8";"32";"32";"1657"
"270205394";"2";"ARGANZUELA          ";"202";"ACACIAS             ";"11008335";"1";"CALLE  TOLEDO NUM 171  C";"28005";"439463,59";"4472648,53";"1";"Puerta Calle";"1";"Abierto";"30";"";"PB";"";"";"";"CERVECERIA CANTESPINO RESTAURANTE";"1";"Anual";"1";"Abierta";"54,09";"54,09";"16/01/2017";"20002150";"1";"CALLE  TOLEDO NUM 173   ";"Acera";"4.60";"10:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"24";"24";"70";"70";"4911"
"270206136";"20";"SAN BLAS-CANILLEJAS ";"2007";"CANILLEJAS          ";"11138444";"1";"CALLE  ALCALA NUM 592   ";"28022";"448102,57";"4477509,43";"1";"Puerta Calle";"1";"Abierto";"20";"";"PB";"";"";"";"CERVECERIA ECU CAFETERIA";"2";"Estacional";"1";"Abierta";"36,4";"";"12/01/2015";"11138444";"1";"CALLE  ALCALA NUM 592   ";"Acera";"2.50";"08:00:00";"";"";"08:00:00";"01:30:00";"";"";"0";"";"10";"";"30";"";"1262"
"270206138";"20";"SAN BLAS-CANILLEJAS ";"2007";"CANILLEJAS          ";"11138488";"1";"CALLE  ALCALA NUM 594   ";"28022";"448116,57";"4477520,43";"1";"Puerta Calle";"1";"Abierto";"20";"";"PB";"";"";"";"BAR RESTAURANTE GOTERON";"1";"Anual";"1";"Abierta";"20,36";"20,36";"25/07/2014";"11138488";"1";"CALLE  ALCALA NUM 594   ";"Acera";"2.94";"08:00:00";"08:00:00";"00:00:00";"08:00:00";"00:30:00";"08:00:00";"00:00:00";"0";"0";"10";"10";"26";"26";"730"
"270206291";"6";"TETUAN              ";"601";"BELLAS VISTAS       ";"11028124";"1";"CALLE  CASTILLA NUM 58   ";"28039";"440004,61";"4478315,54";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"REST. BRAÑA";"2";"Estacional";"1";"Abierta";"11,7";"";"16/01/2017";"11028124";"1";"CALLE  CASTILLA NUM 58   ";"Acera";"2.70";"10:00:00";"";"";"10:00:00";"02:00:00";"";"";"0";"";"5";"";"10";"";"4939"
"270206525";"7";"CHAMBERI            ";"702";"ARAPILES            ";"11039571";"1";"CALLE  GALILEO NUM 36   ";"28015";"439761,6";"4476086,54";"1";"Puerta Calle";"1";"Abierto";"20";"";"PB";"";"";"";"CASA MARIA";"1";"Anual";"1";"Abierta";"35,35";"14,78";"05/12/2016";"11039571";"1";"CALLE  GALILEO NUM 36   ";"Acera";"2.50";"08:00:00";"08:00:00";"01:00:00";"08:00:00";"01:30:00";"08:00:00";"01:00:00";"0";"0";"10";"4";"40";"16";"4239"
"270206551";"8";"FUENCARRAL-EL PARDO ";"801";"EL PARDO            ";"11043533";"1";"PLAZA  EL PARDO NUM 3   ";"28048";"434182,68";"4485742,63";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"LA MARQUESITA";"1";"Anual";"1";"Abierta";"48";"48";"11/06/2015";"11043533";"1";"PLAZA  EL PARDO NUM 3   ";"Plaza con bandas permanentes de circulación rodada";"0.00";"10:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"10";"10";"40";"40";"2650"
"270207189";"13";"PUENTE DE VALLECAS  ";"1305";"PORTAZGO            ";"11098424";"1";"CALLE  BENJAMIN PALENCIA NUM 43   ";"28038";"445380,55";"4471783,46";"1";"Puerta Calle";"1";"Abierto";"70";"";"PB";"";"";"";"BAR LAS 3 RRR COCINA CASERA";"1";"Anual";"1";"Abierta";"30";"30";"17/01/2017";"11098424";"1";"CALLE  BENJAMIN PALENCIA NUM 43   ";"Calle peatonal";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"10";"0";"40";"0";"5300"
"270208422";"21";"BARAJAS             ";"2103";"CASCO H.BARAJAS     ";"11140497";"1";"AVENIDA  GENERAL NUM 29   ";"28042";"450920,58";"4480317,4";"1";"Puerta Calle";"1";"Abierto";"40";"";"PB";"";"";"";"DONER KEBAB BARAJAS";"2";"Estacional";"1";"Abierta";"7,92";"";"17/01/2017";"11140497";"1";"AVENIDA  GENERAL NUM 29   ";"Acera";"2.75";"10:00:00";"";"";"10:00:00";"02:30:00";"";"";"0";"";"4";"";"8";"";"5057"
"270208520";"20";"SAN BLAS-CANILLEJAS ";"2007";"CANILLEJAS          ";"11137212";"1";"CALLE  ALCALA NUM 642   ";"28022";"448425,57";"4477772,43";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"CAFETERIA EL GALLO";"1";"Anual";"1";"Abierta";"42,2";"42,2";"23/04/2015";"11137212";"1";"CALLE  ALCALA NUM 642   ";"Acera";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"10";"0";"37";"0";"2224"
"270208537";"20";"SAN BLAS-CANILLEJAS ";"2007";"CANILLEJAS          ";"11137210";"1";"CALLE  ALCALA NUM 638   ";"28022";"448445,57";"4477779,43";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"RESTAURANTE CAFETERIA EL TENEDOR DE ORO";"1";"Anual";"1";"Abierta";"22,05";"22,05";"06/07/2015";"11137210";"1";"CALLE  ALCALA NUM 638   ";"Acera";"2.50";"08:00:00";"08:00:00";"01:00:00";"08:00:00";"01:30:00";"08:00:00";"01:00:00";"0";"0";"12";"0";"30";"0";"2790"
"270208539";"20";"SAN BLAS-CANILLEJAS ";"2007";"CANILLEJAS          ";"11137211";"1";"CALLE  ALCALA NUM 640   ";"28022";"448433,57";"4477774,43";"1";"Puerta Calle";"1";"Abierto";"20";"";"PB";"";"";"";"EMPANADA XPRESS";"1";"Anual";"1";"Abierta";"10,55";"10,55";"31/08/2017";"11137211";"1";"CALLE  ALCALA NUM 640   ";"Acera";"08:00:00";"00:00:00";"08:00:00";"00:00:00";"08:00:00";"00:00:00";"08:00:00";"00:00:00";"0";"0";"4";"4";"14";"14";"6348"
"270208604";"20";"SAN BLAS-CANILLEJAS ";"2007";"CANILLEJAS          ";"11137594";"1";"CALLE  CANAL DEL BOSFORO NUM 16   ";"28022";"448026,56";"4476767,43";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"BAR GIL";"1";"Anual";"1";"Abierta";"8,64";"8,64";"30/05/2014";"20158402";"1";"CALLE  NICOLASA GOMEZ NUM 66   ";"Acera";"2.60";"08:00:00";"08:00:00";"00:00:00";"08:00:00";"00:30:00";"08:00:00";"00:00:00";"0";"0";"6";"6";"12";"12";"389"
"270209319";"1";"CENTRO              ";"102";"EMBAJADORES         ";"11003120";"1";"PLAZA  EMPERADOR CARLOS V NUM 9   ";"28012";"441214,58";"4473346,52";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"RODILLA";"1";"Anual";"1";"Abierta";"25,42";"25,42";"26/12/2014";"11003120";"1";"PLAZA  EMPERADOR CARLOS V NUM 9   ";"Plaza peatonal";"10:00:00";"01:00:00";"10:00:00";"23:00:00";"10:00:00";"02:30:00";"10:00:00";"23:00:00";"0";"0";"8";"8";"30";"30";"1194"
"270209490";"20";"SAN BLAS-CANILLEJAS ";"2003";"AMPOSTA             ";"11135373";"1";"CALLE  PAPELERIA NUM 6   ";"28037";"447174,56";"4475026,44";"1";"Puerta Calle";"1";"Abierto";"20";"";"PB";"";"";"";"BAR CARRASCO";"1";"Anual";"1";"Abierta";"18,4";"18,4";"31/05/2016";"31023097";"1";"CALLE  FOTOGRAFIA NUM 9   ";"Acera";"2.50";"08:00:00";"08:00:00";"00:00:00";"08:00:00";"00:00:00";"08:00:00";"00:00:00";"0";"0";"9";"0";"27";"0";"3521"
"270210018";"6";"TETUAN              ";"604";"ALMENARA            ";"11031021";"1";"CALLE  CONDE DEL SERRALLO NUM 1  A";"28029";"441333,61";"4479673,53";"1";"Puerta Calle";"1";"Abierto";"100";"";"PB";"";"";"";"ASADOR EL MOLINO";"1";"Anual";"1";"Abierta";"5,04";"5,04";"20/06/2017";"11031021";"1";"CALLE  CONDE DEL SERRALLO NUM 1  A";"Acera";"08:00:00";"00:00:00";"08:00:00";"00:00:00";"08:00:00";"00:00:00";"08:00:00";"00:00:00";"0";"0";"4";"4";"8";"8";"6138"
"270210321";"17";"VILLAVERDE          ";"1705";"LOS ANGELES         ";"11143046";"1";"CALLE  LA DOLOROSA NUM 19   ";"28041";"441067,54";"4467261,51";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"BAR NEW CASTLE";"2";"Estacional";"1";"Abierta";"32,4";"";"16/01/2017";"11143046";"1";"CALLE  LA DOLOROSA NUM 19   ";"Acera";"2.50";"10:00:00";"";"";"10:00:00";"00:00:00";"";"";"0";"";"10";"";"40";"";"4915"
"270210386";"14";"MORATALAZ           ";"1405";"FONTARRON           ";"11102307";"1";"CALLE  CORREGIDOR ALONSO DE TOBAR NUM 18   ";"28030";"444995,56";"4472792,47";"1";"Puerta Calle";"1";"Abierto";"30";"";"PB";"";"";"";"CAFE BAR VILLENA";"2";"Estacional";"1";"Abierta";"35";"";"15/12/2016";"11102307";"1";"CALLE  CORREGIDOR ALONSO DE TOBAR NUM 18   ";"Otros";"0.00";"08:00:00";"";"";"08:00:00";"01:00:00";"";"";"0";"";"9";"";"36";"";"4488"
"270210990";"17";"VILLAVERDE          ";"1702";"SAN CRISTOBAL       ";"11126174";"1";"PLAZA  PINAZO NUM 13   ";"28021";"441212,52";"4465957,5";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"BAR CASA PEPE";"2";"Estacional";"1";"Abierta";"75";"";"13/05/2014";"11126174";"1";"PLAZA  PINAZO NUM 13   ";"Calle peatonal";"0.00";"10:00:00";"";"";"10:00:00";"00:00:00";"";"";"0";"";"12";"";"48";"";"202"
"270211764";"20";"SAN BLAS-CANILLEJAS ";"2001";"SIMANCAS            ";"20179788";"1";"CALLE  VIRGEN DE LA OLIVA NUM 2  A";"28037";"446931,56";"4475743,45";"1";"Puerta Calle";"1";"Abierto";"220";"";"PB";"";"";"";"CERVECERIA DOMINGUEZ";"2";"Estacional";"1";"Abierta";"10";"";"19/12/2017";"20179788";"1";"CALLE  VIRGEN DE LA OLIVA NUM 2  A";"Acera";"08:00:00";"00:00:00";"";"";"08:00:00";"00:00:00";"";"";"0";"";"3";"";"12";"";"6523"
"270211778";"15";"CIUDAD LINEAL       ";"1504";"CONCEPCION          ";"20144779";"1";"CALLE  VIRGEN DEL PORTILLO NUM 31   ";"28027";"444918,57";"4476611,48";"1";"Puerta Calle";"1";"Abierto";"20";"";"PB";"";"";"";"CERVECERIA EL 31";"1";"Anual";"1";"Abierta";"22,37";"22,37";"15/04/2015";"20144779";"1";"CALLE  VIRGEN DEL PORTILLO NUM 31   ";"Acera";"3.08";"08:00:00";"08:00:00";"01:00:00";"08:00:00";"01:30:00";"08:00:00";"01:00:00";"1";"1";"8";"8";"30";"30";"2170"
"270212800";"15";"CIUDAD LINEAL       ";"1503";"QUINTANA            ";"20152011";"1";"CALLE  VIRGEN DEL SAGRARIO NUM 4   ";"28027";"445113,57";"4476129,47";"1";"Puerta Calle";"1";"Abierto";"70";"";"PB";"";"";"";"BAR EL BUEN GUSTO";"1";"Anual";"1";"Abierta";"25,44";"25,44";"13/04/2016";"31015768";"1";"CALLE  VIRGEN DEL CANTO NUM 2   ";"Calle peatonal";"0.00";"08:00:00";"08:00:00";"01:00:00";"08:00:00";"01:30:00";"08:00:00";"01:00:00";"0";"0";"10";"10";"30";"30";"3378"
"270213978";"8";"FUENCARRAL-EL PARDO ";"804";"EL PILAR            ";"11046620";"1";"AVENIDA  MONFORTE DE LEMOS NUM 101   ";"28029";"440250,62";"4481163,55";"1";"Puerta Calle";"1";"Abierto";"30";"";"PB";"";"";"";"INTECA REFORMAS Y DESEÑO DE INTERIORES";"2";"Estacional";"1";"Abierta";"45,39";"";"11/06/2015";"11046620";"1";"AVENIDA  MONFORTE DE LEMOS NUM 101   ";"Acera";"10:00:00";"01:00:00";"";"";"10:00:00";"02:30:00";"";"";"0";"";"14";"";"56";"";"2615"
"270216417";"20";"SAN BLAS-CANILLEJAS ";"2001";"SIMANCAS            ";"11133430";"1";"CALLE  ALCALA NUM 456   ";"28027";"446210,57";"4476650,46";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"SANKALY";"2";"Estacional";"1";"Abierta";"14,7";"";"02/06/2014";"11133430";"1";"CALLE  ALCALA NUM 456   ";"Acera";"2.50";"08:00:00";"";"";"08:00:00";"01:00:00";"";"";"0";"";"5";"";"20";"";"424"
"270216911";"5";"CHAMARTIN           ";"502";"PROSPERIDAD         ";"11021900";"1";"CALLE  FRANCISCO SILVELA NUM 96   ";"28002";"442464,59";"4476664,51";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"TABERNA ARANZAZU";"1";"Anual";"1";"Abierta";"24,76";"24,76";"20/07/2015";"11021900";"1";"CALLE  FRANCISCO SILVELA NUM 96   ";"Acera";"4.84";"10:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"8";"8";"28";"28";"2841"
"270217146";"16";"HORTALEZA           ";"1604";"PINAR DEL REY       ";"11118265";"1";"CALLE  LOPEZ DE HOYOS NUM 387   ";"28043";"444883,6";"4480343,49";"1";"Puerta Calle";"1";"Abierto";"20";"";"PB";"";"";"";"BAR JAMI";"1";"Anual";"1";"Abierta";"41,3";"41,3";"30/01/2017";"11118265";"1";"CALLE  LOPEZ DE HOYOS NUM 387   ";"Superficie en parcela privada";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"10";"10";"38";"38";"5581"
"270217147";"16";"HORTALEZA           ";"1604";"PINAR DEL REY       ";"11118266";"1";"CALLE  LOPEZ DE HOYOS NUM 389   ";"28043";"444895,6";"4480335,49";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"BAR MOLINERO CAFE";"2";"Estacional";"1";"Abierta";"70";"";"27/01/2017";"11118266";"1";"CALLE  LOPEZ DE HOYOS NUM 389   ";"Superficie en parcela privada";"10:00:00";"01:00:00";"";"";"10:00:00";"02:30:00";"";"";"0";"";"10";"";"40";"";"5576"
"270217155";"16";"HORTALEZA           ";"1604";"PINAR DEL REY       ";"11118276";"1";"CALLE  LOPEZ DE HOYOS NUM 409   ";"28043";"444932,6";"4480383,49";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"BAR ARROYO CERVECERIA";"2";"Estacional";"1";"Abierta";"46,1";"";"27/01/2017";"11118276";"1";"CALLE  LOPEZ DE HOYOS NUM 409   ";"Superficie en parcela privada";"10:00:00";"01:00:00";"";"";"10:00:00";"02:30:00";"";"";"0";"";"12";"";"48";"";"5573"
"270217569";"12";"USERA               ";"1205";"MOSCARDO            ";"11085130";"1";"CALLE  MARCELO USERA NUM 164   ";"28026";"439357,59";"4470780,53";"1";"Puerta Calle";"1";"Abierto";"50";"";"PB";"";"";"";"BAR";"2";"Estacional";"1";"Abierta";"60,01";"";"09/05/2014";"11085122";"1";"CALLE  SAN FILIBERTO NUM 8   ";"Plaza peatonal";"10:00:00";"01:00:00";"";"";"10:00:00";"02:30:00";"";"";"0";"";"17";"";"68";"";"154"
"270217841";"16";"HORTALEZA           ";"1604";"PINAR DEL REY       ";"11119819";"1";"AVENIDA  VIRGEN DEL CARMEN NUM 7   ";"28033";"444495,6";"4480553,49";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"BAR BLANCO";"1";"Anual";"1";"Abierta";"90";"90";"06/02/2017";"11119819";"1";"AVENIDA  VIRGEN DEL CARMEN NUM 7   ";"Superficie en parcela privada";"10:00:00";"01:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"7";"7";"28";"28";"5619"
"270218110";"2";"ARGANZUELA          ";"201";"IMPERIAL            ";"11008211";"1";"PASEO  VIRGEN DEL PUERTO NUM 63   ";"28005";"438735,6";"4472946,54";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"CERVECERIA LEOMAR JAMONERIA";"1";"Anual";"1";"Abierta";"45,36";"45,36";"04/03/2015";"11008211";"1";"PASEO  VIRGEN DEL PUERTO NUM 63   ";"Acera";"2.64";"10:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"10";"10";"40";"40";"1676"
"270218168";"2";"ARGANZUELA          ";"206";"PALOS DE MOGUER     ";"11010391";"1";"PASEO  SANTA MARIA DE LA CABEZA NUM 23   ";"28045";"441022,58";"4472973,52";"1";"Puerta Calle";"1";"Abierto";"20";"";"PB";"";"";"";"BAR EL SOTANILLO";"1";"Anual";"1";"Abierta";"19,44";"19,44";"16/06/2014";"11010391";"1";"PASEO  SANTA MARIA DE LA CABEZA NUM 23   ";"Acera";"3.12";"10:00:00";"10:00:00";"00:00:00";"10:00:00";"02:30:00";"10:00:00";"00:00:00";"0";"0";"6";"6";"24";"24";"534"
"270218400";"4";"SALAMANCA           ";"406";"CASTELLANA          ";"11019933";"1";"CALLE  DIEGO DE LEON NUM 40   ";"28006";"442285,59";"4476223,51";"1";"Puerta Calle";"1";"Abierto";"20";"";"PB";"";"";"";"BAR RESTAURANTE LEON                              ";"1";"Anual";"1";"Abierta";"45,47";"34,9";"08/09/2014";"11019933";"1";"CALLE  DIEGO DE LEON NUM 40   ";"Acera";"3.06";"10:00:00";"10:00:00";"00:00:00";"10:00:00";"00:00:00";"10:00:00";"00:00:00";"0";"0";"16";"11";"40";"30";"909"
"270218584";"6";"TETUAN              ";"602";"CUATRO CAMINOS      ";"11029709";"1";"CALLE  AVIADOR ZORITA NUM 50   ";"28020";"440815,6";"4478171,53";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"LA HUERTA DE MADRID";"1";"Anual";"1";"Abierta";"15,48";"15,48";"16/01/2017";"31054475";"1";"CALLE  AVIADOR ZORITA NUM 50  A";"Acera";"3.15";"13:00:00";"13:00:00";"00:00:00";"13:00:00";"02:00:00";"13:00:00";"00:00:00";"0";"0";"4";"4";"14";"14";"5001"
"270218884";"9";"MONCLOA-ARAVACA     ";"904";"VALDEZARZA          ";"11054811";"1";"CALLE  ARTAJONA NUM 47   ";"28039";"439152,62";"4479674,56";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"BAR LAS LEANDRAS";"2";"Estacional";"1";"Abierta";"27,22";"";"17/01/2017";"11054811";"1";"CALLE  ARTAJONA NUM 47   ";"Acera";"10:00:00";"01:00:00";"";"";"10:00:00";"02:30:00";"";"";"0";"";"9";"";"34";"";"5091"
"270219443";"19";"VICALVARO           ";"1901";"CASCO H.VICALVARO   ";"11133070";"1";"PASEO  ARTILLEROS NUM 25   ";"28032";"448339,54";"4473054,42";"1";"Puerta Calle";"1";"Abierto";"10";"";"PB";"";"";"";"BAR LA TABERNA DE YOLI ANTES LOS ÁNGELES";"2";"Estacional";"1";"Abierta";"27";"";"13/05/2015";"20048918";"1";"CALLE  VILLAJIMENA NUM 2  A";"Acera";"2.50";"10:00:00";"";"";"10:00:00";"02:30:00";"";"";"0";"";"7";"";"28";"";"2404"
"270220205";"1";"CENTRO              ";"106";"SOL                 ";"20006688";"1";"CALLE  CRUZ NUM 4   ";"28012";"440548,59";"4474203,53";"1";"Puerta Calle";"4";"Cerrado";"10";"";"PB";"";"";"";"LA SUIZA SA";"1";"Anual";"1";"Abierta";"4,68";"4,68";"05/02/2015";"20006748";"1";"CALLE  POZO NUM 15   ";"Calle peatonal";"0.00";"10:00:00";"10:00:00";"23:00:00";"10:00:00";"01:30:00";"10:00:00";"23:00:00";"0";"0";"2";"2";"6";"6";"1496"
